chat_id,customer_id,tower_id,timestamp,messages
CHT_1,CUST_1851,TWR_1020,2026-02-06 06:00:03.534824,"[{'sender': 'customer', 'text': 'No signal in my area'}, {'sender': 'bot', 'text': 'Have you restarted your device?'}, {'sender': 'customer', 'text': 'Pune Hinjewadi'}]"
CHT_2,CUST_1771,TWR_1097,2026-02-06 11:06:03.534859,"[{'sender': 'customer', 'text': 'Network is slow'}, {'sender': 'bot', 'text': 'Have you restarted your device?'}, {'sender': 'customer', 'text': 'Pune Hinjewadi'}]"
CHT_3,CUST_1757,TWR_1049,2026-02-06 06:02:03.534869,"[{'sender': 'customer', 'text': 'Voice is breaking during calls'}, {'sender': 'bot', 'text': 'Is this happening at a specific time?'}, {'sender': 'customer', 'text': 'Pune Hinjewadi'}]"
CHT_4,CUST_1285,TWR_1041,2026-02-06 12:06:03.534873,"[{'sender': 'customer', 'text': 'Calls are dropping frequently'}, {'sender': 'bot', 'text': 'Is the issue ongoing right now?'}, {'sender': 'customer', 'text': 'Chennai OMR'}]"
CHT_5,CUST_1023,TWR_1007,2026-02-06 03:26:03.534877,"[{'sender': 'customer', 'text': 'Network is slow'}, {'sender': 'bot', 'text': 'Is the issue ongoing right now?'}, {'sender': 'customer', 'text': 'Bangalore Whitefield'}]"
CHT_6,CUST_1095,TWR_1066,2026-02-05 19:57:03.534881,"[{'sender': 'customer', 'text': 'Network is slow'}, {'sender': 'bot', 'text': 'Is the issue ongoing right now?'}, {'sender': 'customer', 'text': 'Chennai OMR'}]"
CHT_7,CUST_1468,TWR_1035,2026-02-06 05:55:03.534885,"[{'sender': 'customer', 'text': 'Voice is breaking during calls'}, {'sender': 'bot', 'text': 'Is this happening at a specific time?'}, {'sender': 'customer', 'text': 'Bangalore Whitefield'}]"
CHT_8,CUST_1722,TWR_1027,2026-02-06 07:27:03.534888,"[{'sender': 'customer', 'text': 'No signal in my area'}, {'sender': 'bot', 'text': 'Have you restarted your device?'}, {'sender': 'customer', 'text': 'Hyderabad Gachibowli'}]"
CHT_9,CUST_1480,TWR_1063,2026-02-06 03:03:03.534893,"[{'sender': 'customer', 'text': 'Calls are dropping frequently'}, {'sender': 'bot', 'text': 'Is the issue ongoing right now?'}, {'sender': 'customer', 'text': 'Delhi Noida'}]"
CHT_10,CUST_1766,TWR_1043,2026-02-06 09:17:03.534896,"[{'sender': 'customer', 'text': 'Network is slow'}, {'sender': 'bot', 'text': 'Is this happening at a specific time?'}, {'sender': 'customer', 'text': 'Pune Hinjewadi'}]"
CHT_11,CUST_1208,TWR_1040,2026-02-05 20:28:03.534900,"[{'sender': 'customer', 'text': 'Calls are dropping frequently'}, {'sender': 'bot', 'text': 'Which location are you experiencing this issue?'}, {'sender': 'customer', 'text': 'Hyderabad Gachibowli'}]"
CHT_12,CUST_1378,TWR_1042,2026-02-06 03:03:03.534904,"[{'sender': 'customer', 'text': 'Calls are dropping frequently'}, {'sender': 'bot', 'text': 'Is the issue ongoing right now?'}, {'sender': 'customer', 'text': 'Pune Hinjewadi'}]"
CHT_13,CUST_1181,TWR_1057,2026-02-06 11:58:03.534907,"[{'sender': 'customer', 'text': 'Network is slow'}, {'sender': 'bot', 'text': 'Have you restarted your device?'}, {'sender': 'customer', 'text': 'Bangalore Whitefield'}]"
CHT_14,CUST_1151,TWR_1019,2026-02-06 00:11:03.534911,"[{'sender': 'customer', 'text': 'No signal in my area'}, {'sender': 'bot', 'text': 'Have you restarted your device?'}, {'sender': 'customer', 'text': 'Bangalore Whitefield'}]"
CHT_15,CUST_1551,TWR_1092,2026-02-06 01:56:03.534914,"[{'sender': 'customer', 'text': 'Network is slow'}, {'sender': 'bot', 'text': 'Is this happening at a specific time?'}, {'sender': 'customer', 'text': 'Hyderabad Gachibowli'}]"
CHT_16,CUST_1097,TWR_1032,2026-02-05 21:28:03.534918,"[{'sender': 'customer', 'text': 'No signal in my area'}, {'sender': 'bot', 'text': 'Is this happening at a specific time?'}, {'sender': 'customer', 'text': 'Pune Hinjewadi'}]"
CHT_17,CUST_1448,TWR_1002,2026-02-06 11:09:03.534923,"[{'sender': 'customer', 'text': 'Voice is breaking during calls'}, {'sender': 'bot', 'text': 'Have you restarted your device?'}, {'sender': 'customer', 'text': 'Pune Hinjewadi'}]"
CHT_18,CUST_1853,TWR_1008,2026-02-05 23:09:03.534927,"[{'sender': 'customer', 'text': 'Calls are dropping frequently'}, {'sender': 'bot', 'text': 'Have you restarted your device?'}, {'sender': 'customer', 'text': 'Bangalore Whitefield'}]"
CHT_19,CUST_1095,TWR_1043,2026-02-05 19:44:03.534931,"[{'sender': 'customer', 'text': 'Network is slow'}, {'sender': 'bot', 'text': 'Which location are you experiencing this issue?'}, {'sender': 'customer', 'text': 'Bangalore Whitefield'}]"
CHT_20,CUST_1731,TWR_1093,2026-02-06 06:01:03.534935,"[{'sender': 'customer', 'text': 'Network is slow'}, {'sender': 'bot', 'text': 'Is this happening at a specific time?'}, {'sender': 'customer', 'text': 'Chennai OMR'}]"
CHT_21,CUST_1271,TWR_1010,2026-02-05 21:27:03.534939,"[{'sender': 'customer', 'text': 'Voice is breaking during calls'}, {'sender': 'bot', 'text': 'Have you restarted your device?'}, {'sender': 'customer', 'text': 'Hyderabad Gachibowli'}]"
CHT_22,CUST_1774,TWR_1036,2026-02-06 12:14:03.534942,"[{'sender': 'customer', 'text': 'Internet not working'}, {'sender': 'bot', 'text': 'Is the issue ongoing right now?'}, {'sender': 'customer', 'text': 'Pune Hinjewadi'}]"
CHT_23,CUST_1542,TWR_1053,2026-02-05 21:03:03.534947,"[{'sender': 'customer', 'text': 'Voice is breaking during calls'}, {'sender': 'bot', 'text': 'Is this happening at a specific time?'}, {'sender': 'customer', 'text': 'Pune Hinjewadi'}]"
CHT_24,CUST_1515,TWR_1012,2026-02-06 03:57:03.534952,"[{'sender': 'customer', 'text': 'Voice is breaking during calls'}, {'sender': 'bot', 'text': 'Is the issue ongoing right now?'}, {'sender': 'customer', 'text': 'Hyderabad Gachibowli'}]"
CHT_25,CUST_1577,TWR_1035,2026-02-06 03:58:03.534957,"[{'sender': 'customer', 'text': 'Calls are dropping frequently'}, {'sender': 'bot', 'text': 'Which location are you experiencing this issue?'}, {'sender': 'customer', 'text': 'Pune Hinjewadi'}]"
CHT_26,CUST_1711,TWR_1025,2026-02-06 07:32:03.534960,"[{'sender': 'customer', 'text': 'No signal in my area'}, {'sender': 'bot', 'text': 'Which location are you experiencing this issue?'}, {'sender': 'customer', 'text': 'Delhi Noida'}]"
CHT_27,CUST_1694,TWR_1035,2026-02-05 20:05:03.534964,"[{'sender': 'customer', 'text': 'Calls are dropping frequently'}, {'sender': 'bot', 'text': 'Is the issue ongoing right now?'}, {'sender': 'customer', 'text': 'Delhi Noida'}]"
CHT_28,CUST_1568,TWR_1058,2026-02-06 03:53:03.534967,"[{'sender': 'customer', 'text': 'Voice is breaking during calls'}, {'sender': 'bot', 'text': 'Which location are you experiencing this issue?'}, {'sender': 'customer', 'text': 'Delhi Noida'}]"
CHT_29,CUST_1161,TWR_1057,2026-02-05 20:26:03.534971,"[{'sender': 'customer', 'text': 'Calls are dropping frequently'}, {'sender': 'bot', 'text': 'Is the issue ongoing right now?'}, {'sender': 'customer', 'text': 'Pune Hinjewadi'}]"
CHT_30,CUST_1753,TWR_1037,2026-02-05 22:46:03.534976,"[{'sender': 'customer', 'text': 'No signal in my area'}, {'sender': 'bot', 'text': 'Is this happening at a specific time?'}, {'sender': 'customer', 'text': 'Delhi Noida'}]"
CHT_31,CUST_1174,TWR_1066,2026-02-06 10:25:03.534981,"[{'sender': 'customer', 'text': 'Voice is breaking during calls'}, {'sender': 'bot', 'text': 'Have you restarted your device?'}, {'sender': 'customer', 'text': 'Chennai OMR'}]"
CHT_32,CUST_1092,TWR_1019,2026-02-05 20:18:03.534984,"[{'sender': 'customer', 'text': 'Network is slow'}, {'sender': 'bot', 'text': 'Have you restarted your device?'}, {'sender': 'customer', 'text': 'Pune Hinjewadi'}]"
CHT_33,CUST_1763,TWR_1026,2026-02-05 21:07:03.534988,"[{'sender': 'customer', 'text': 'Calls are dropping frequently'}, {'sender': 'bot', 'text': 'Have you restarted your device?'}, {'sender': 'customer', 'text': 'Bangalore Whitefield'}]"
CHT_34,CUST_1882,TWR_1077,2026-02-06 03:13:03.534991,"[{'sender': 'customer', 'text': 'Internet not working'}, {'sender': 'bot', 'text': 'Is the issue ongoing right now?'}, {'sender': 'customer', 'text': 'Pune Hinjewadi'}]"
CHT_35,CUST_1523,TWR_1022,2026-02-05 22:12:03.534996,"[{'sender': 'customer', 'text': 'Calls are dropping frequently'}, {'sender': 'bot', 'text': 'Is this happening at a specific time?'}, {'sender': 'customer', 'text': 'Hyderabad Gachibowli'}]"
CHT_36,CUST_1971,TWR_1092,2026-02-05 23:49:03.534999,"[{'sender': 'customer', 'text': 'Voice is breaking during calls'}, {'sender': 'bot', 'text': 'Is this happening at a specific time?'}, {'sender': 'customer', 'text': 'Chennai OMR'}]"
CHT_37,CUST_1412,TWR_1089,2026-02-06 00:49:03.535004,"[{'sender': 'customer', 'text': 'Network is slow'}, {'sender': 'bot', 'text': 'Which location are you experiencing this issue?'}, {'sender': 'customer', 'text': 'Hyderabad Gachibowli'}]"
CHT_38,CUST_1950,TWR_1014,2026-02-06 08:29:03.535007,"[{'sender': 'customer', 'text': 'Voice is breaking during calls'}, {'sender': 'bot', 'text': 'Which location are you experiencing this issue?'}, {'sender': 'customer', 'text': 'Chennai OMR'}]"
CHT_39,CUST_1356,TWR_1003,2026-02-06 04:26:03.535010,"[{'sender': 'customer', 'text': 'Network is slow'}, {'sender': 'bot', 'text': 'Have you restarted your device?'}, {'sender': 'customer', 'text': 'Hyderabad Gachibowli'}]"
CHT_40,CUST_1950,TWR_1023,2026-02-06 10:21:03.535014,"[{'sender': 'customer', 'text': 'No signal in my area'}, {'sender': 'bot', 'text': 'Which location are you experiencing this issue?'}, {'sender': 'customer', 'text': 'Hyderabad Gachibowli'}]"
CHT_41,CUST_1189,TWR_1082,2026-02-06 05:31:03.535018,"[{'sender': 'customer', 'text': 'No signal in my area'}, {'sender': 'bot', 'text': 'Which location are you experiencing this issue?'}, {'sender': 'customer', 'text': 'Pune Hinjewadi'}]"
CHT_42,CUST_1700,TWR_1048,2026-02-06 10:38:03.535021,"[{'sender': 'customer', 'text': 'No signal in my area'}, {'sender': 'bot', 'text': 'Which location are you experiencing this issue?'}, {'sender': 'customer', 'text': 'Pune Hinjewadi'}]"
CHT_43,CUST_1649,TWR_1033,2026-02-05 19:53:03.535024,"[{'sender': 'customer', 'text': 'Calls are dropping frequently'}, {'sender': 'bot', 'text': 'Have you restarted your device?'}, {'sender': 'customer', 'text': 'Pune Hinjewadi'}]"
CHT_44,CUST_1352,TWR_1063,2026-02-06 01:46:03.535029,"[{'sender': 'customer', 'text': 'Voice is breaking during calls'}, {'sender': 'bot', 'text': 'Have you restarted your device?'}, {'sender': 'customer', 'text': 'Chennai OMR'}]"
CHT_45,CUST_1106,TWR_1047,2026-02-06 09:09:03.535032,"[{'sender': 'customer', 'text': 'Internet not working'}, {'sender': 'bot', 'text': 'Have you restarted your device?'}, {'sender': 'customer', 'text': 'Bangalore Whitefield'}]"
CHT_46,CUST_1669,TWR_1099,2026-02-06 06:47:03.535036,"[{'sender': 'customer', 'text': 'Network is slow'}, {'sender': 'bot', 'text': 'Is this happening at a specific time?'}, {'sender': 'customer', 'text': 'Chennai OMR'}]"
CHT_47,CUST_1920,TWR_1066,2026-02-05 22:53:03.535039,"[{'sender': 'customer', 'text': 'Voice is breaking during calls'}, {'sender': 'bot', 'text': 'Have you restarted your device?'}, {'sender': 'customer', 'text': 'Delhi Noida'}]"
CHT_48,CUST_2000,TWR_1026,2026-02-06 10:40:03.535042,"[{'sender': 'customer', 'text': 'Internet not working'}, {'sender': 'bot', 'text': 'Is this happening at a specific time?'}, {'sender': 'customer', 'text': 'Chennai OMR'}]"
CHT_49,CUST_1664,TWR_1015,2026-02-05 21:59:03.535046,"[{'sender': 'customer', 'text': 'Calls are dropping frequently'}, {'sender': 'bot', 'text': 'Is this happening at a specific time?'}, {'sender': 'customer', 'text': 'Bangalore Whitefield'}]"
CHT_50,CUST_1932,TWR_1016,2026-02-05 19:51:03.535050,"[{'sender': 'customer', 'text': 'Calls are dropping frequently'}, {'sender': 'bot', 'text': 'Have you restarted your device?'}, {'sender': 'customer', 'text': 'Chennai OMR'}]"
CHT_51,CUST_1295,TWR_1098,2026-02-06 05:41:03.535053,"[{'sender': 'customer', 'text': 'No signal in my area'}, {'sender': 'bot', 'text': 'Have you restarted your device?'}, {'sender': 'customer', 'text': 'Pune Hinjewadi'}]"
CHT_52,CUST_1951,TWR_1094,2026-02-05 20:12:03.535056,"[{'sender': 'customer', 'text': 'Internet not working'}, {'sender': 'bot', 'text': 'Is the issue ongoing right now?'}, {'sender': 'customer', 'text': 'Pune Hinjewadi'}]"
CHT_53,CUST_1291,TWR_1059,2026-02-06 00:29:03.535059,"[{'sender': 'customer', 'text': 'No signal in my area'}, {'sender': 'bot', 'text': 'Is the issue ongoing right now?'}, {'sender': 'customer', 'text': 'Bangalore Whitefield'}]"
CHT_54,CUST_1058,TWR_1032,2026-02-06 05:51:03.535063,"[{'sender': 'customer', 'text': 'Calls are dropping frequently'}, {'sender': 'bot', 'text': 'Have you restarted your device?'}, {'sender': 'customer', 'text': 'Hyderabad Gachibowli'}]"
CHT_55,CUST_1185,TWR_1007,2026-02-06 00:02:03.535066,"[{'sender': 'customer', 'text': 'Internet not working'}, {'sender': 'bot', 'text': 'Which location are you experiencing this issue?'}, {'sender': 'customer', 'text': 'Hyderabad Gachibowli'}]"
CHT_56,CUST_1583,TWR_1063,2026-02-05 20:59:03.535069,"[{'sender': 'customer', 'text': 'Internet not working'}, {'sender': 'bot', 'text': 'Have you restarted your device?'}, {'sender': 'customer', 'text': 'Chennai OMR'}]"
CHT_57,CUST_1860,TWR_1087,2026-02-05 21:12:03.535074,"[{'sender': 'customer', 'text': 'Internet not working'}, {'sender': 'bot', 'text': 'Is the issue ongoing right now?'}, {'sender': 'customer', 'text': 'Chennai OMR'}]"
CHT_58,CUST_1679,TWR_1050,2026-02-05 22:24:03.535077,"[{'sender': 'customer', 'text': 'Internet not working'}, {'sender': 'bot', 'text': 'Is the issue ongoing right now?'}, {'sender': 'customer', 'text': 'Pune Hinjewadi'}]"
CHT_59,CUST_1296,TWR_1068,2026-02-06 02:24:03.535080,"[{'sender': 'customer', 'text': 'Internet not working'}, {'sender': 'bot', 'text': 'Have you restarted your device?'}, {'sender': 'customer', 'text': 'Chennai OMR'}]"
CHT_60,CUST_1475,TWR_1004,2026-02-05 22:48:03.535083,"[{'sender': 'customer', 'text': 'Internet not working'}, {'sender': 'bot', 'text': 'Which location are you experiencing this issue?'}, {'sender': 'customer', 'text': 'Delhi Noida'}]"
CHT_61,CUST_1598,TWR_1094,2026-02-06 06:03:03.535087,"[{'sender': 'customer', 'text': 'Calls are dropping frequently'}, {'sender': 'bot', 'text': 'Have you restarted your device?'}, {'sender': 'customer', 'text': 'Chennai OMR'}]"
CHT_62,CUST_1361,TWR_1084,2026-02-06 08:13:03.535092,"[{'sender': 'customer', 'text': 'Calls are dropping frequently'}, {'sender': 'bot', 'text': 'Is this happening at a specific time?'}, {'sender': 'customer', 'text': 'Delhi Noida'}]"
CHT_63,CUST_1541,TWR_1038,2026-02-06 05:25:03.535095,"[{'sender': 'customer', 'text': 'No signal in my area'}, {'sender': 'bot', 'text': 'Is this happening at a specific time?'}, {'sender': 'customer', 'text': 'Chennai OMR'}]"
CHT_64,CUST_1154,TWR_1065,2026-02-06 06:51:03.535099,"[{'sender': 'customer', 'text': 'Network is slow'}, {'sender': 'bot', 'text': 'Which location are you experiencing this issue?'}, {'sender': 'customer', 'text': 'Hyderabad Gachibowli'}]"
CHT_65,CUST_1330,TWR_1084,2026-02-06 11:01:03.535102,"[{'sender': 'customer', 'text': 'Internet not working'}, {'sender': 'bot', 'text': 'Which location are you experiencing this issue?'}, {'sender': 'customer', 'text': 'Chennai OMR'}]"
CHT_66,CUST_1545,TWR_1081,2026-02-06 07:11:03.535107,"[{'sender': 'customer', 'text': 'Calls are dropping frequently'}, {'sender': 'bot', 'text': 'Which location are you experiencing this issue?'}, {'sender': 'customer', 'text': 'Chennai OMR'}]"
CHT_67,CUST_1281,TWR_1034,2026-02-06 11:22:03.535110,"[{'sender': 'customer', 'text': 'Voice is breaking during calls'}, {'sender': 'bot', 'text': 'Is this happening at a specific time?'}, {'sender': 'customer', 'text': 'Bangalore Whitefield'}]"
CHT_68,CUST_1088,TWR_1033,2026-02-06 05:43:03.535351,"[{'sender': 'customer', 'text': 'Internet not working'}, {'sender': 'bot', 'text': 'Is this happening at a specific time?'}, {'sender': 'customer', 'text': 'Delhi Noida'}]"
CHT_69,CUST_1522,TWR_1006,2026-02-06 02:08:03.535358,"[{'sender': 'customer', 'text': 'Network is slow'}, {'sender': 'bot', 'text': 'Is the issue ongoing right now?'}, {'sender': 'customer', 'text': 'Pune Hinjewadi'}]"
CHT_70,CUST_1438,TWR_1050,2026-02-06 11:26:03.535362,"[{'sender': 'customer', 'text': 'Voice is breaking during calls'}, {'sender': 'bot', 'text': 'Have you restarted your device?'}, {'sender': 'customer', 'text': 'Pune Hinjewadi'}]"
CHT_71,CUST_1239,TWR_1098,2026-02-05 20:57:03.535366,"[{'sender': 'customer', 'text': 'Voice is breaking during calls'}, {'sender': 'bot', 'text': 'Is the issue ongoing right now?'}, {'sender': 'customer', 'text': 'Bangalore Whitefield'}]"
CHT_72,CUST_1893,TWR_1010,2026-02-06 05:01:03.535369,"[{'sender': 'customer', 'text': 'No signal in my area'}, {'sender': 'bot', 'text': 'Is this happening at a specific time?'}, {'sender': 'customer', 'text': 'Delhi Noida'}]"
CHT_73,CUST_1029,TWR_1095,2026-02-06 09:19:03.535373,"[{'sender': 'customer', 'text': 'Calls are dropping frequently'}, {'sender': 'bot', 'text': 'Which location are you experiencing this issue?'}, {'sender': 'customer', 'text': 'Pune Hinjewadi'}]"
CHT_74,CUST_1217,TWR_1076,2026-02-06 02:59:03.535379,"[{'sender': 'customer', 'text': 'Internet not working'}, {'sender': 'bot', 'text': 'Which location are you experiencing this issue?'}, {'sender': 'customer', 'text': 'Chennai OMR'}]"
CHT_75,CUST_1660,TWR_1039,2026-02-06 07:17:03.535382,"[{'sender': 'customer', 'text': 'Internet not working'}, {'sender': 'bot', 'text': 'Have you restarted your device?'}, {'sender': 'customer', 'text': 'Hyderabad Gachibowli'}]"
CHT_76,CUST_1460,TWR_1098,2026-02-06 06:14:03.535386,"[{'sender': 'customer', 'text': 'No signal in my area'}, {'sender': 'bot', 'text': 'Is this happening at a specific time?'}, {'sender': 'customer', 'text': 'Pune Hinjewadi'}]"
CHT_77,CUST_1463,TWR_1010,2026-02-06 11:13:03.535390,"[{'sender': 'customer', 'text': 'Network is slow'}, {'sender': 'bot', 'text': 'Is this happening at a specific time?'}, {'sender': 'customer', 'text': 'Chennai OMR'}]"
CHT_78,CUST_1210,TWR_1091,2026-02-06 00:15:03.535397,"[{'sender': 'customer', 'text': 'No signal in my area'}, {'sender': 'bot', 'text': 'Have you restarted your device?'}, {'sender': 'customer', 'text': 'Bangalore Whitefield'}]"
CHT_79,CUST_1718,TWR_1046,2026-02-05 22:11:03.535400,"[{'sender': 'customer', 'text': 'Network is slow'}, {'sender': 'bot', 'text': 'Have you restarted your device?'}, {'sender': 'customer', 'text': 'Chennai OMR'}]"
CHT_80,CUST_1647,TWR_1076,2026-02-06 07:11:03.535403,"[{'sender': 'customer', 'text': 'Internet not working'}, {'sender': 'bot', 'text': 'Which location are you experiencing this issue?'}, {'sender': 'customer', 'text': 'Bangalore Whitefield'}]"
CHT_81,CUST_1773,TWR_1048,2026-02-06 06:50:03.535407,"[{'sender': 'customer', 'text': 'Network is slow'}, {'sender': 'bot', 'text': 'Which location are you experiencing this issue?'}, {'sender': 'customer', 'text': 'Hyderabad Gachibowli'}]"
CHT_82,CUST_1137,TWR_1053,2026-02-06 05:18:03.535412,"[{'sender': 'customer', 'text': 'No signal in my area'}, {'sender': 'bot', 'text': 'Is the issue ongoing right now?'}, {'sender': 'customer', 'text': 'Pune Hinjewadi'}]"
CHT_83,CUST_1964,TWR_1039,2026-02-06 10:21:03.535415,"[{'sender': 'customer', 'text': 'Voice is breaking during calls'}, {'sender': 'bot', 'text': 'Have you restarted your device?'}, {'sender': 'customer', 'text': 'Hyderabad Gachibowli'}]"
CHT_84,CUST_1384,TWR_1056,2026-02-06 08:18:03.535418,"[{'sender': 'customer', 'text': 'Voice is breaking during calls'}, {'sender': 'bot', 'text': 'Is this happening at a specific time?'}, {'sender': 'customer', 'text': 'Pune Hinjewadi'}]"
CHT_85,CUST_1126,TWR_1082,2026-02-05 22:49:03.535421,"[{'sender': 'customer', 'text': 'Internet not working'}, {'sender': 'bot', 'text': 'Is this happening at a specific time?'}, {'sender': 'customer', 'text': 'Delhi Noida'}]"
CHT_86,CUST_1705,TWR_1021,2026-02-05 20:13:03.535424,"[{'sender': 'customer', 'text': 'Network is slow'}, {'sender': 'bot', 'text': 'Have you restarted your device?'}, {'sender': 'customer', 'text': 'Delhi Noida'}]"
CHT_87,CUST_1492,TWR_1005,2026-02-06 01:50:03.535429,"[{'sender': 'customer', 'text': 'Voice is breaking during calls'}, {'sender': 'bot', 'text': 'Which location are you experiencing this issue?'}, {'sender': 'customer', 'text': 'Pune Hinjewadi'}]"
CHT_88,CUST_1784,TWR_1000,2026-02-06 06:24:03.535433,"[{'sender': 'customer', 'text': 'Internet not working'}, {'sender': 'bot', 'text': 'Is this happening at a specific time?'}, {'sender': 'customer', 'text': 'Delhi Noida'}]"
CHT_89,CUST_1497,TWR_1029,2026-02-06 00:01:03.535436,"[{'sender': 'customer', 'text': 'Calls are dropping frequently'}, {'sender': 'bot', 'text': 'Have you restarted your device?'}, {'sender': 'customer', 'text': 'Pune Hinjewadi'}]"
CHT_90,CUST_1038,TWR_1010,2026-02-06 07:18:03.535440,"[{'sender': 'customer', 'text': 'Calls are dropping frequently'}, {'sender': 'bot', 'text': 'Is this happening at a specific time?'}, {'sender': 'customer', 'text': 'Hyderabad Gachibowli'}]"
CHT_91,CUST_1808,TWR_1011,2026-02-06 02:17:03.535443,"[{'sender': 'customer', 'text': 'Internet not working'}, {'sender': 'bot', 'text': 'Is this happening at a specific time?'}, {'sender': 'customer', 'text': 'Hyderabad Gachibowli'}]"
CHT_92,CUST_1908,TWR_1052,2026-02-05 20:06:03.535447,"[{'sender': 'customer', 'text': 'Network is slow'}, {'sender': 'bot', 'text': 'Is this happening at a specific time?'}, {'sender': 'customer', 'text': 'Bangalore Whitefield'}]"
CHT_93,CUST_1406,TWR_1070,2026-02-06 11:33:03.535450,"[{'sender': 'customer', 'text': 'Network is slow'}, {'sender': 'bot', 'text': 'Is this happening at a specific time?'}, {'sender': 'customer', 'text': 'Hyderabad Gachibowli'}]"
CHT_94,CUST_1835,TWR_1089,2026-02-05 22:37:03.535462,"[{'sender': 'customer', 'text': 'Internet not working'}, {'sender': 'bot', 'text': 'Is this happening at a specific time?'}, {'sender': 'customer', 'text': 'Hyderabad Gachibowli'}]"
CHT_95,CUST_1341,TWR_1098,2026-02-05 22:38:03.535465,"[{'sender': 'customer', 'text': 'Calls are dropping frequently'}, {'sender': 'bot', 'text': 'Which location are you experiencing this issue?'}, {'sender': 'customer', 'text': 'Hyderabad Gachibowli'}]"
CHT_96,CUST_1333,TWR_1009,2026-02-06 03:24:03.535472,"[{'sender': 'customer', 'text': 'Calls are dropping frequently'}, {'sender': 'bot', 'text': 'Is the issue ongoing right now?'}, {'sender': 'customer', 'text': 'Chennai OMR'}]"
CHT_97,CUST_1523,TWR_1082,2026-02-06 06:51:03.535477,"[{'sender': 'customer', 'text': 'Calls are dropping frequently'}, {'sender': 'bot', 'text': 'Is the issue ongoing right now?'}, {'sender': 'customer', 'text': 'Pune Hinjewadi'}]"
CHT_98,CUST_1683,TWR_1054,2026-02-05 21:16:03.535482,"[{'sender': 'customer', 'text': 'Network is slow'}, {'sender': 'bot', 'text': 'Which location are you experiencing this issue?'}, {'sender': 'customer', 'text': 'Hyderabad Gachibowli'}]"
CHT_99,CUST_1945,TWR_1041,2026-02-06 08:35:03.535485,"[{'sender': 'customer', 'text': 'Network is slow'}, {'sender': 'bot', 'text': 'Which location are you experiencing this issue?'}, {'sender': 'customer', 'text': 'Delhi Noida'}]"
CHT_100,CUST_1989,TWR_1091,2026-02-06 03:38:03.535489,"[{'sender': 'customer', 'text': 'No signal in my area'}, {'sender': 'bot', 'text': 'Is the issue ongoing right now?'}, {'sender': 'customer', 'text': 'Pune Hinjewadi'}]"
